Store,Dept,Date,Weekly_Sales,IsHoliday
2,25,2010-10-15,12671.88,0
2,25,2010-10-22,14499.33,0
2,25,2010-10-29,15372.8,0
2,25,2010-11-05,17096.1,0
2,25,2010-11-12,15648.87,0
2,25,2010-11-19,17004.32,0
2,25,2010-11-26,18964.25,1
2,25,2010-12-03,15671.62,0
2,25,2010-12-10,22385.85,0
2,25,2010-12-17,20673.1,0
2,25,2010-12-24,30342.06,0
2,25,2010-12-31,11626.96,1
2,25,2011-01-07,10660.22,0
2,25,2011-01-14,13223.15,0
2,25,2011-01-21,12033.07,0
2,25,2011-01-28,9826.33,0
2,25,2011-02-04,17945.27,0
2,25,2011-02-11,18815.0,1
2,25,2011-02-18,16201.09,0
2,25,2011-02-25,15208.78,0
2,25,2011-03-04,18119.01,0
2,25,2011-03-11,15093.38,0
2,25,2011-03-18,16956.53,0
2,25,2011-03-25,15465.44,0
2,25,2011-04-01,14107.73,0
2,25,2011-04-08,16215.63,0
2,25,2011-04-15,14389.39,0
2,25,2011-04-22,15581.31,0
2,25,2011-04-29,15361.62,0
2,25,2011-05-06,13819.27,0
2,25,2011-05-13,16643.85,0
2,25,2011-05-20,12939.73,0
2,25,2011-05-27,14352.98,0
2,25,2011-06-03,17517.03,0
2,25,2011-06-10,17751.41,0
2,25,2011-06-17,15375.21,0
2,25,2011-06-24,15278.06,0
2,25,2011-07-01,14157.43,0
2,25,2011-07-08,14419.9,0
2,25,2011-07-15,13190.49,0
2,25,2011-07-22,13822.44,0
2,25,2011-07-29,12169.4,0
2,25,2011-08-05,13387.38,0
2,25,2011-08-12,13827.08,0
2,25,2011-08-19,17553.64,0
2,25,2011-08-26,18579.43,0
2,25,2011-09-02,11078.64,0
2,25,2011-09-09,10809.12,1
2,25,2011-09-16,12375.53,0
2,25,2011-09-23,11426.23,0
2,25,2011-09-30,11054.02,0
2,25,2011-10-07,13107.44,0
2,25,2011-10-14,12218.33,0
2,25,2011-10-21,15039.15,0
2,25,2011-10-28,15067.78,0
2,25,2011-11-04,14886.52,0
2,25,2011-11-11,13800.13,0
2,25,2011-11-18,12898.99,0
2,25,2011-11-25,17703.25,1
2,25,2011-12-02,15515.75,0
2,25,2011-12-09,24167.43,0
2,25,2011-12-16,21766.03,0
2,25,2011-12-23,26935.83,0
2,25,2011-12-30,12196.25,1
2,25,2012-01-06,9603.54,0
2,25,2012-01-13,9631.65,0
2,25,2012-01-20,10173.38,0
2,25,2012-01-27,10022.86,0
2,25,2012-02-03,12492.11,0
2,25,2012-02-10,13759.8,1
2,25,2012-02-17,14262.62,0
2,25,2012-02-24,15064.65,0
2,25,2012-03-02,14444.18,0
2,25,2012-03-09,15537.13,0
2,25,2012-03-16,17856.6,0
2,25,2012-03-23,16943.34,0
2,25,2012-03-30,18450.37,0
2,25,2012-04-06,19262.65,0
2,25,2012-04-13,16980.72,0
2,25,2012-04-20,14939.13,0
2,25,2012-04-27,13019.87,0
2,26,2010-02-05,13475.28,0
2,26,2010-02-12,13021.04,1
2,26,2010-02-19,13715.84,0
2,26,2010-02-26,10144.27,0
2,26,2010-03-05,11404.84,0
2,26,2010-03-12,11121.31,0
2,26,2010-03-19,11256.97,0
2,26,2010-03-26,9811.23,0
2,26,2010-04-02,12799.21,0
2,26,2010-04-09,11628.75,0
2,26,2010-04-16,12569.07,0
2,26,2010-04-23,11040.3,0
2,26,2010-04-30,9639.97,0
2,26,2010-05-07,11089.74,0
2,26,2010-05-14,8613.54,0
2,26,2010-05-21,10160.18,0
2,26,2010-05-28,9634.16,0
2,26,2010-06-04,9711.19,0
2,26,2010-06-11,9288.57,0
2,26,2010-06-18,8863.25,0
2,26,2010-06-25,8875.93,0
2,26,2010-07-02,7859.9,0
2,26,2010-07-09,8013.98,0
2,26,2010-07-16,7350.59,0
2,26,2010-07-23,7548.0,0
2,26,2010-07-30,7046.38,0
2,26,2010-08-06,7503.64,0
2,26,2010-08-13,8153.08,0
2,26,2010-08-20,9891.64,0
2,26,2010-08-27,7989.09,0
2,26,2010-09-03,8268.0,0
2,26,2010-09-10,8288.05,1
2,26,2010-09-17,7613.84,0
2,26,2010-09-24,7664.84,0
2,26,2010-10-01,12952.91,0
2,26,2010-10-08,13057.79,0
2,26,2010-10-15,11748.72,0
2,26,2010-10-22,8759.12,0
2,26,2010-10-29,11506.55,0
2,26,2010-11-05,13090.2,0
2,26,2010-11-12,11863.0,0
2,26,2010-11-19,12673.7,0
2,26,2010-11-26,19722.42,1
2,26,2010-12-03,11450.36,0
2,26,2010-12-10,16086.72,0
2,26,2010-12-17,15402.86,0
2,26,2010-12-24,19767.92,0
2,26,2010-12-31,4490.58,1
2,26,2011-01-07,4964.96,0
2,26,2011-01-14,6330.42,0
2,26,2011-01-21,6126.25,0
2,26,2011-01-28,7802.07,0
2,26,2011-02-04,10019.6,0
2,26,2011-02-11,10756.34,1
2,26,2011-02-18,10931.14,0
2,26,2011-02-25,10581.22,0
2,26,2011-03-04,10270.63,0
2,26,2011-03-11,10246.43,0
2,26,2011-03-18,8561.47,0
2,26,2011-03-25,9358.58,0
2,26,2011-04-01,8328.84,0
2,26,2011-04-08,8395.37,0
2,26,2011-04-15,8869.02,0
2,26,2011-04-22,9012.05,0
2,26,2011-04-29,7832.47,0
2,26,2011-05-06,8062.48,0
2,26,2011-05-13,7797.71,0
2,26,2011-05-20,7417.8,0
2,26,2011-05-27,8427.21,0
2,26,2011-06-03,8901.96,0
2,26,2011-06-10,8354.47,0
2,26,2011-06-17,7911.58,0
2,26,2011-06-24,6851.35,0
2,26,2011-07-01,7456.92,0
2,26,2011-07-08,6842.85,0
2,26,2011-07-15,6146.08,0
2,26,2011-07-22,5364.19,0
2,26,2011-07-29,5091.45,0
2,26,2011-08-05,7143.16,0
2,26,2011-08-12,7928.74,0
2,26,2011-08-19,7657.28,0
2,26,2011-08-26,7531.27,0
2,26,2011-09-02,8397.98,0
2,26,2011-09-09,7877.88,1
2,26,2011-09-16,8393.21,0
2,26,2011-09-23,9268.49,0
2,26,2011-09-30,8802.57,0
2,26,2011-10-07,9601.34,0
2,26,2011-10-14,8725.11,0
2,26,2011-10-21,12409.82,0
2,26,2011-10-28,11153.25,0
2,26,2011-11-04,13820.94,0
2,26,2011-11-11,11494.0,0
2,26,2011-11-18,9118.37,0
2,26,2011-11-25,15713.01,1
2,26,2011-12-02,11923.95,0
2,26,2011-12-09,17865.4,0
2,26,2011-12-16,14259.17,0
2,26,2011-12-23,18210.52,0
2,26,2011-12-30,6094.09,1
2,26,2012-01-06,4198.87,0
2,26,2012-01-13,5948.9,0
2,26,2012-01-20,5846.78,0
2,26,2012-01-27,5857.61,0
2,26,2012-02-03,9392.07,0
2,26,2012-02-10,9964.19,1
2,26,2012-02-17,9977.5,0
2,26,2012-02-24,9924.79,0
2,26,2012-03-02,10623.93,0
2,26,2012-03-09,10530.23,0
2,26,2012-03-16,10611.89,0
2,26,2012-03-23,9001.44,0
2,26,2012-03-30,11201.04,0
2,26,2012-04-06,11954.3,0
2,26,2012-04-13,8486.11,0
2,26,2012-04-20,7766.72,0
2,26,2012-04-27,9100.16,0
2,27,2010-02-05,3198.88,0
2,27,2010-02-12,2548.96,1
2,27,2010-02-19,2803.61,0
2,27,2010-02-26,2399.79,0
2,27,2010-03-05,2484.67,0
2,27,2010-03-12,2181.56,0
2,27,2010-03-19,1953.28,0
2,27,2010-03-26,1609.49,0
2,27,2010-04-02,1527.37,0
2,27,2010-04-09,1407.83,0
2,27,2010-04-16,1321.94,0
2,27,2010-04-23,1213.71,0
2,27,2010-04-30,1469.86,0
2,27,2010-05-07,1448.26,0
2,27,2010-05-14,1311.65,0
2,27,2010-05-21,1187.59,0
2,27,2010-05-28,1246.86,0
2,27,2010-06-04,1245.6,0
2,27,2010-06-11,1475.64,0
2,27,2010-06-18,1438.22,0
2,27,2010-06-25,1057.76,0
2,27,2010-07-02,1126.31,0
2,27,2010-07-09,1213.96,0
2,27,2010-07-16,1285.28,0
2,27,2010-07-23,1334.25,0
2,27,2010-07-30,1465.11,0
2,27,2010-08-06,1415.48,0
2,27,2010-08-13,1581.62,0
2,27,2010-08-20,2157.94,0
2,27,2010-08-27,2345.28,0
2,27,2010-09-03,1113.4,0
2,27,2010-09-10,1287.81,1
2,27,2010-09-17,1229.53,0
2,27,2010-09-24,1314.03,0
2,27,2010-10-01,1751.18,0
2,27,2010-10-08,1825.15,0
2,27,2010-10-15,1821.93,0
2,27,2010-10-22,1690.48,0
2,27,2010-10-29,2348.62,0
2,27,2010-11-05,2879.38,0
2,27,2010-11-12,2531.65,0
2,27,2010-11-19,2728.05,0
2,27,2010-11-26,3049.41,1
2,27,2010-12-03,3089.83,0
2,27,2010-12-10,4237.17,0
2,27,2010-12-17,5366.75,0
2,27,2010-12-24,7092.33,0
2,27,2010-12-31,2437.06,1
2,27,2011-01-07,2119.8,0
2,27,2011-01-14,2215.32,0
2,27,2011-01-21,2292.2,0
2,27,2011-01-28,1995.18,0
2,27,2011-02-04,2543.26,0
2,27,2011-02-11,2973.62,1
2,27,2011-02-18,2360.9,0
2,27,2011-02-25,2067.39,0
2,27,2011-03-04,1885.21,0
2,27,2011-03-11,2013.97,0
2,27,2011-03-18,1611.23,0
2,27,2011-03-25,1240.3,0
2,27,2011-04-01,1434.29,0
2,27,2011-04-08,1208.71,0
2,27,2011-04-15,1221.04,0
2,27,2011-04-22,1058.53,0
2,27,2011-04-29,1000.06,0
2,27,2011-05-06,1298.87,0
2,27,2011-05-13,1141.96,0
2,27,2011-05-20,1230.89,0
2,27,2011-05-27,1018.99,0
2,27,2011-06-03,1122.79,0
2,27,2011-06-10,1292.66,0
2,27,2011-06-17,1330.06,0
2,27,2011-06-24,1101.89,0
2,27,2011-07-01,1094.21,0
2,27,2011-07-08,794.75,0
2,27,2011-07-15,1079.83,0
2,27,2011-07-22,874.06,0
2,27,2011-07-29,1160.07,0
2,27,2011-08-05,1187.81,0
2,27,2011-08-12,1335.93,0
2,27,2011-08-19,2208.36,0
2,27,2011-08-26,2339.96,0
2,27,2011-09-02,1014.43,0
2,27,2011-09-09,1034.37,1
2,27,2011-09-16,1274.16,0
2,27,2011-09-23,1417.09,0
2,27,2011-09-30,1315.4,0
2,27,2011-10-07,1451.11,0
2,27,2011-10-14,1390.99,0
2,27,2011-10-21,1818.56,0
2,27,2011-10-28,1878.52,0
2,27,2011-11-04,2503.02,0
2,27,2011-11-11,2257.73,0
2,27,2011-11-18,2295.39,0
2,27,2011-11-25,2927.33,1
2,27,2011-12-02,3157.83,0
2,27,2011-12-09,4722.98,0
2,27,2011-12-16,5427.25,0
2,27,2011-12-23,6795.76,0
2,27,2011-12-30,2854.55,1
2,27,2012-01-06,1777.12,0
2,27,2012-01-13,1937.58,0
2,27,2012-01-20,1692.77,0
2,27,2012-01-27,1739.75,0
2,27,2012-02-03,2173.19,0
2,27,2012-02-10,2440.88,1
2,27,2012-02-17,2493.83,0
2,27,2012-02-24,2058.68,0
2,27,2012-03-02,2189.99,0
2,27,2012-03-09,2019.08,0
2,27,2012-03-16,1725.9,0
2,27,2012-03-23,1462.72,0
2,27,2012-03-30,1158.76,0
2,27,2012-04-06,1337.11,0
2,27,2012-04-13,1360.01,0
2,27,2012-04-20,1060.57,0
2,27,2012-04-27,1351.07,0
2,28,2010-02-05,1599.6,0
2,28,2010-02-12,1407.03,1
2,28,2010-02-19,1673.34,0
2,28,2010-02-26,1257.1,0
2,28,2010-03-05,1411.86,0
2,28,2010-03-12,1361.87,0
2,28,2010-03-19,1184.23,0
2,28,2010-03-26,1124.26,0
2,28,2010-04-02,1360.98,0
2,28,2010-04-09,1441.61,0
2,28,2010-04-16,943.04,0
2,28,2010-04-23,876.0,0
2,28,2010-04-30,924.28,0
2,28,2010-05-07,764.59,0
2,28,2010-05-14,919.12,0
2,28,2010-05-21,873.76,0
2,28,2010-05-28,723.0,0
2,28,2010-06-04,817.77,0
2,28,2010-06-11,700.83,0
2,28,2010-06-18,643.94,0
2,28,2010-06-25,584.01,0
2,28,2010-07-02,642.59,0
2,28,2010-07-09,439.52,0
2,28,2010-07-16,512.46,0
2,28,2010-07-23,657.58,0
2,28,2010-07-30,510.69,0
2,28,2010-08-06,622.37,0
2,28,2010-08-13,512.08,0
2,28,2010-08-20,572.46,0
2,28,2010-08-27,647.45,0
2,28,2010-09-03,596.32,0
2,28,2010-09-10,632.21,1
2,28,2010-09-17,747.43,0
2,28,2010-09-24,658.74,0
2,28,2010-10-01,1005.62,0
2,28,2010-10-08,1063.09,0
2,28,2010-10-15,1243.9,0
2,28,2010-10-22,1131.46,0
2,28,2010-10-29,1610.27,0
2,28,2010-11-05,1771.75,0
2,28,2010-11-12,1280.47,0
2,28,2010-11-19,1314.4,0
2,28,2010-11-26,1108.28,1
2,28,2010-12-03,1203.46,0
2,28,2010-12-10,1695.54,0
2,28,2010-12-17,1662.84,0
2,28,2010-12-24,1329.0,0
2,28,2010-12-31,1056.59,1
2,28,2011-01-07,1053.16,0
2,28,2011-01-14,971.24,0
2,28,2011-01-21,912.57,0
2,28,2011-01-28,1302.08,0
2,28,2011-02-04,891.34,0
2,28,2011-02-11,1115.98,1
2,28,2011-02-18,1010.99,0
2,28,2011-02-25,864.79,0
2,28,2011-03-04,810.9,0
2,28,2011-03-11,889.39,0
2,28,2011-03-18,715.41,0
2,28,2011-03-25,853.21,0
2,28,2011-04-01,771.04,0
2,28,2011-04-08,562.99,0
2,28,2011-04-15,740.67,0
2,28,2011-04-22,935.15,0
2,28,2011-04-29,889.64,0
2,28,2011-05-06,621.85,0
2,28,2011-05-13,728.37,0
2,28,2011-05-20,734.59,0
2,28,2011-05-27,647.42,0
2,28,2011-06-03,476.68,0
2,28,2011-06-10,550.27,0
2,28,2011-06-17,415.98,0
2,28,2011-06-24,480.95,0
2,28,2011-07-01,327.69,0
2,28,2011-07-08,424.25,0
2,28,2011-07-15,427.86,0
2,28,2011-07-22,373.62,0
2,28,2011-07-29,389.09,0
2,28,2011-08-05,483.5,0
2,28,2011-08-12,388.96,0
2,28,2011-08-19,348.95,0
2,28,2011-08-26,501.74,0
2,28,2011-09-02,380.27,0
2,28,2011-09-09,439.77,1
2,28,2011-09-16,412.93,0
2,28,2011-09-23,462.11,0
2,28,2011-09-30,616.79,0
2,28,2011-10-07,697.0,0
2,28,2011-10-14,693.17,0
2,28,2011-10-21,999.42,0
2,28,2011-10-28,1046.73,0
2,28,2011-11-04,1107.38,0
2,28,2011-11-11,975.63,0
2,28,2011-11-18,899.85,0
2,28,2011-11-25,828.74,1
2,28,2011-12-02,955.62,0
2,28,2011-12-09,1201.39,0
2,28,2011-12-16,1438.65,0
2,28,2011-12-23,1283.76,0
2,28,2011-12-30,745.01,1
2,28,2012-01-06,834.36,0
2,28,2012-01-13,806.21,0
2,28,2012-01-20,878.51,0
2,28,2012-01-27,905.01,0
2,28,2012-02-03,958.07,0
2,28,2012-02-10,1217.9,1
2,28,2012-02-17,1048.8,0
2,28,2012-02-24,1005.35,0
2,28,2012-03-02,878.6,0
2,28,2012-03-09,716.07,0
2,28,2012-03-16,681.41,0
2,28,2012-03-23,639.34,0
2,28,2012-03-30,666.27,0
2,28,2012-04-06,723.29,0
2,28,2012-04-13,811.95,0
2,28,2012-04-20,644.77,0
2,28,2012-04-27,605.93,0
2,29,2010-02-05,10369.05,0
2,29,2010-02-12,11035.6,1
2,29,2010-02-19,11278.72,0
2,29,2010-02-26,8307.47,0
2,29,2010-03-05,8041.97,0
2,29,2010-03-12,7409.95,0
2,29,2010-03-19,6802.29,0
2,29,2010-03-26,5615.59,0
2,29,2010-04-02,6313.13,0
2,29,2010-04-09,6021.5,0
2,29,2010-04-16,7260.78,0
2,29,2010-04-23,6099.83,0
2,29,2010-04-30,6975.9,0
2,29,2010-05-07,8468.48,0
2,29,2010-05-14,7653.69,0
2,29,2010-05-21,7190.11,0
2,29,2010-05-28,7132.82,0
2,29,2010-06-04,6399.35,0
2,29,2010-06-11,7436.44,0
2,29,2010-06-18,6749.72,0
2,29,2010-06-25,6243.07,0
2,29,2010-07-02,6810.87,0
2,29,2010-07-09,7137.59,0
2,29,2010-07-16,6451.51,0
2,29,2010-07-23,6334.48,0
2,29,2010-07-30,6524.86,0
2,29,2010-08-06,7300.77,0
2,29,2010-08-13,7580.21,0
2,29,2010-08-20,7684.09,0
2,29,2010-08-27,7761.95,0
2,29,2010-09-03,6752.67,0
2,29,2010-09-10,6487.87,1
2,29,2010-09-17,7112.15,0
2,29,2010-09-24,6814.45,0
2,29,2010-10-01,6707.9,0
2,29,2010-10-08,7011.01,0
2,29,2010-10-15,5559.57,0
2,29,2010-10-22,5139.8,0
2,29,2010-10-29,5938.14,0
2,29,2010-11-05,8164.95,0
2,29,2010-11-12,6691.69,0
2,29,2010-11-19,7943.32,0
2,29,2010-11-26,10661.34,1
2,29,2010-12-03,8849.14,0
2,29,2010-12-10,12002.77,0
2,29,2010-12-17,15611.62,0
2,29,2010-12-24,22390.6,0
2,29,2010-12-31,8253.86,1
2,29,2011-01-07,6998.12,0
2,29,2011-01-14,6367.56,0
2,29,2011-01-21,6726.09,0
2,29,2011-01-28,6688.35,0
2,29,2011-02-04,9677.39,0
2,29,2011-02-11,9960.42,1
2,29,2011-02-18,10200.42,0
2,29,2011-02-25,6381.78,0
2,29,2011-03-04,7961.25,0
2,29,2011-03-11,6576.93,0
2,29,2011-03-18,6088.21,0
2,29,2011-03-25,6471.27,0
2,29,2011-04-01,6103.58,0
2,29,2011-04-08,5739.42,0
2,29,2011-04-15,5343.39,0
2,29,2011-04-22,5504.87,0
2,29,2011-04-29,5834.68,0
2,29,2011-05-06,6681.11,0
2,29,2011-05-13,6992.56,0
2,29,2011-05-20,6060.62,0
2,29,2011-05-27,5629.0,0
2,29,2011-06-03,5907.62,0
2,29,2011-06-10,6298.24,0
2,29,2011-06-17,6522.21,0
2,29,2011-06-24,6411.09,0
2,29,2011-07-01,6147.87,0
2,29,2011-07-08,5371.27,0
2,29,2011-07-15,6492.19,0
2,29,2011-07-22,6425.95,0
2,29,2011-07-29,5843.68,0
2,29,2011-08-05,6428.58,0
2,29,2011-08-12,5914.22,0
2,29,2011-08-19,7053.46,0
2,29,2011-08-26,6613.83,0
2,29,2011-09-02,5391.36,0
2,29,2011-09-09,4510.43,1
2,29,2011-09-16,5090.45,0
2,29,2011-09-23,5110.57,0
2,29,2011-09-30,4709.05,0
2,29,2011-10-07,5825.75,0
2,29,2011-10-14,4782.51,0
2,29,2011-10-21,5911.0,0
2,29,2011-10-28,6318.78,0
2,29,2011-11-04,7150.36,0
2,29,2011-11-11,6799.39,0
2,29,2011-11-18,6331.37,0
2,29,2011-11-25,9477.43,1
2,29,2011-12-02,8393.18,0
2,29,2011-12-09,12204.49,0
2,29,2011-12-16,12889.91,0
2,29,2011-12-23,20118.53,0
2,29,2011-12-30,10783.36,1
2,29,2012-01-06,5606.2,0
2,29,2012-01-13,5837.32,0
2,29,2012-01-20,5814.7,0
2,29,2012-01-27,5857.9,0
2,29,2012-02-03,8808.22,0
2,29,2012-02-10,9389.83,1
2,29,2012-02-17,8155.23,0
2,29,2012-02-24,7100.95,0
2,29,2012-03-02,7364.82,0
2,29,2012-03-09,6862.7,0
2,29,2012-03-16,6296.34,0
2,29,2012-03-23,6804.11,0
2,29,2012-03-30,5612.19,0
2,29,2012-04-06,5256.0,0
2,29,2012-04-13,6053.86,0
2,29,2012-04-20,6327.85,0
2,29,2012-04-27,5832.82,0
2,30,2010-02-05,6947.24,0
2,30,2010-02-12,6783.5,1
2,30,2010-02-19,7255.08,0
2,30,2010-02-26,6017.56,0
2,30,2010-03-05,6974.36,0
2,30,2010-03-12,5450.51,0
2,30,2010-03-19,4683.56,0
2,30,2010-03-26,4604.83,0
2,30,2010-04-02,6048.58,0
2,30,2010-04-09,6398.26,0
2,30,2010-04-16,6476.58,0
2,30,2010-04-23,5299.31,0
2,30,2010-04-30,6113.63,0
2,30,2010-05-07,7008.4,0
2,30,2010-05-14,6460.25,0
2,30,2010-05-21,6456.49,0
2,30,2010-05-28,6627.93,0
2,30,2010-06-04,6629.77,0
2,30,2010-06-11,7231.08,0
2,30,2010-06-18,6587.71,0
2,30,2010-06-25,5385.88,0
2,30,2010-07-02,6387.74,0
2,30,2010-07-09,5764.06,0
2,30,2010-07-16,6367.09,0
2,30,2010-07-23,6780.03,0
2,30,2010-07-30,5829.29,0
2,30,2010-08-06,6369.32,0
2,30,2010-08-13,6435.56,0
2,30,2010-08-20,7381.63,0
2,30,2010-08-27,7529.84,0
2,30,2010-09-03,4993.57,0
2,30,2010-09-10,4870.84,1
2,30,2010-09-17,5224.27,0
2,30,2010-09-24,4905.12,0
2,30,2010-10-01,5060.86,0
2,30,2010-10-08,4669.72,0
2,30,2010-10-15,5041.05,0
2,30,2010-10-22,4242.62,0
2,30,2010-10-29,5329.68,0
2,30,2010-11-05,5118.94,0
2,30,2010-11-12,4737.1,0
2,30,2010-11-19,4056.84,0
2,30,2010-11-26,4271.93,1
2,30,2010-12-03,3053.91,0
2,30,2010-12-10,4825.68,0
2,30,2010-12-17,4497.44,0
2,30,2010-12-24,5864.05,0
2,30,2010-12-31,4569.73,1
2,30,2011-01-07,4732.84,0
2,30,2011-01-14,3207.22,0
2,30,2011-01-21,4175.53,0
2,30,2011-01-28,4979.23,0
2,30,2011-02-04,4805.79,0
2,30,2011-02-11,6819.44,1
2,30,2011-02-18,7592.82,0
2,30,2011-02-25,6644.52,0
2,30,2011-03-04,6895.2,0
2,30,2011-03-11,6288.25,0
2,30,2011-03-18,6278.53,0
2,30,2011-03-25,5057.08,0
2,30,2011-04-01,5491.77,0
2,30,2011-04-08,4811.27,0
2,30,2011-04-15,5040.34,0
2,30,2011-04-22,4280.43,0
2,30,2011-04-29,4623.01,0
2,30,2011-05-06,4596.31,0
2,30,2011-05-13,5029.74,0
2,30,2011-05-20,4522.96,0
2,30,2011-05-27,5694.0,0
2,30,2011-06-03,5725.14,0
2,30,2011-06-10,5409.4,0
2,30,2011-06-17,5252.14,0
2,30,2011-06-24,5822.3,0
2,30,2011-07-01,5275.26,0
2,30,2011-07-08,4260.36,0
2,30,2011-07-15,3985.6,0
2,30,2011-07-22,5160.26,0
2,30,2011-07-29,4965.89,0
2,30,2011-08-05,5113.77,0
2,30,2011-08-12,4744.39,0
2,30,2011-08-19,5260.29,0
2,30,2011-08-26,5970.08,0
2,30,2011-09-02,4169.33,0
2,30,2011-09-09,3861.64,1
2,30,2011-09-16,3972.12,0
2,30,2011-09-23,4267.49,0
2,30,2011-09-30,3872.63,0
2,30,2011-10-07,4085.59,0
2,30,2011-10-14,3908.24,0
2,30,2011-10-21,3683.32,0
2,30,2011-10-28,4021.22,0
2,30,2011-11-04,3233.2,0
2,30,2011-11-11,4078.32,0
2,30,2011-11-18,3649.35,0
2,30,2011-11-25,3802.9,1
2,30,2011-12-02,2967.52,0
2,30,2011-12-09,3525.92,0
2,30,2011-12-16,3641.9,0
2,30,2011-12-23,4638.19,0
2,30,2011-12-30,3715.67,1
2,30,2012-01-06,3439.91,0
2,30,2012-01-13,3230.1,0
2,30,2012-01-20,3342.45,0
2,30,2012-01-27,3697.02,0
2,30,2012-02-03,4929.55,0
2,30,2012-02-10,6175.41,1
2,30,2012-02-17,4764.28,0
2,30,2012-02-24,5230.52,0
2,30,2012-03-02,4917.43,0
2,30,2012-03-09,4621.93,0
2,30,2012-03-16,5228.01,0
2,30,2012-03-23,3845.91,0
2,30,2012-03-30,5097.9,0
2,30,2012-04-06,4900.77,0
2,30,2012-04-13,4314.94,0
2,30,2012-04-20,4896.8,0
2,30,2012-04-27,4011.08,0
2,31,2010-02-05,3857.56,0
2,31,2010-02-12,3503.71,1
2,31,2010-02-19,4111.0,0
2,31,2010-02-26,3394.68,0
2,31,2010-03-05,3932.64,0
2,31,2010-03-12,3314.74,0
2,31,2010-03-19,2794.0,0
2,31,2010-03-26,2598.62,0
2,31,2010-04-02,2629.2,0
2,31,2010-04-09,2768.87,0
2,31,2010-04-16,2859.7,0
2,31,2010-04-23,2427.45,0
2,31,2010-04-30,2435.45,0
2,31,2010-05-07,2799.29,0
2,31,2010-05-14,2839.83,0
2,31,2010-05-21,2934.37,0
2,31,2010-05-28,2566.06,0
2,31,2010-06-04,2896.87,0
2,31,2010-06-11,3302.14,0
2,31,2010-06-18,2362.08,0
2,31,2010-06-25,2471.55,0
2,31,2010-07-02,2759.93,0
2,31,2010-07-09,3046.78,0
2,31,2010-07-16,2758.82,0
2,31,2010-07-23,3464.9,0
2,31,2010-07-30,4381.45,0
2,31,2010-08-06,6184.84,0
2,31,2010-08-13,7439.66,0
2,31,2010-08-20,11187.1,0
2,31,2010-08-27,11883.68,0
2,31,2010-09-03,3943.86,0
2,31,2010-09-10,4114.41,1
2,31,2010-09-17,3104.68,0
2,31,2010-09-24,3389.07,0
2,31,2010-10-01,3565.87,0
2,31,2010-10-08,3308.0,0
2,31,2010-10-15,2991.0,0
2,31,2010-10-22,2777.99,0
2,31,2010-10-29,3828.57,0
2,31,2010-11-05,4191.41,0
2,31,2010-11-12,3325.52,0
2,31,2010-11-19,3837.26,0
2,31,2010-11-26,4727.88,1
2,31,2010-12-03,5175.65,0
2,31,2010-12-10,6730.95,0
2,31,2010-12-17,8276.51,0
2,31,2010-12-24,10685.71,0
2,31,2010-12-31,3317.88,1
2,31,2011-01-07,3505.22,0
2,31,2011-01-14,4981.38,0
2,31,2011-01-21,3961.15,0
2,31,2011-01-28,2934.19,0
2,31,2011-02-04,3728.41,0
2,31,2011-02-11,3380.88,1
2,31,2011-02-18,3746.71,0
2,31,2011-02-25,3252.73,0
2,31,2011-03-04,3630.83,0
2,31,2011-03-11,3806.45,0
2,31,2011-03-18,2901.58,0
2,31,2011-03-25,2894.79,0
2,31,2011-04-01,3094.8,0
2,31,2011-04-08,2866.49,0
2,31,2011-04-15,2617.01,0
2,31,2011-04-22,2784.14,0
2,31,2011-04-29,3104.98,0
2,31,2011-05-06,4077.59,0
2,31,2011-05-13,3474.3,0
2,31,2011-05-20,3108.78,0
2,31,2011-05-27,2666.95,0
2,31,2011-06-03,2848.09,0
2,31,2011-06-10,3163.74,0
2,31,2011-06-17,3035.74,0
2,31,2011-06-24,2594.72,0
2,31,2011-07-01,2710.85,0
2,31,2011-07-08,2938.97,0
2,31,2011-07-15,4086.37,0
2,31,2011-07-22,3939.76,0
2,31,2011-07-29,4545.95,0
2,31,2011-08-05,6496.99,0
2,31,2011-08-12,7102.44,0
2,31,2011-08-19,10527.98,0
2,31,2011-08-26,10348.04,0
2,31,2011-09-02,3044.22,0
2,31,2011-09-09,2467.89,1
2,31,2011-09-16,2178.61,0
2,31,2011-09-23,2409.21,0
2,31,2011-09-30,2911.05,0
2,31,2011-10-07,2636.52,0
2,31,2011-10-14,2872.5,0
2,31,2011-10-21,2709.92,0
2,31,2011-10-28,3093.96,0
2,31,2011-11-04,3630.28,0
2,31,2011-11-11,3698.24,0
2,31,2011-11-18,3501.05,0
2,31,2011-11-25,3378.45,1
2,31,2011-12-02,5415.74,0
2,31,2011-12-09,8898.69,0
2,31,2011-12-16,7697.17,0
2,31,2011-12-23,9711.3,0
2,31,2011-12-30,3238.44,1
2,31,2012-01-06,2663.5,0
2,31,2012-01-13,2705.74,0
2,31,2012-01-20,2967.41,0
2,31,2012-01-27,3109.2,0
2,31,2012-02-03,3471.2,0
2,31,2012-02-10,3594.44,1
2,31,2012-02-17,3717.06,0
2,31,2012-02-24,3777.21,0
2,31,2012-03-02,3209.51,0
2,31,2012-03-09,3670.89,0
2,31,2012-03-16,3281.72,0
2,31,2012-03-23,3090.78,0
2,31,2012-03-30,2382.71,0
2,31,2012-04-06,3056.7,0
